tBodyAcc-std()-Y,tBodyAcc-mad()-Y,tBodyAcc-max()-Y,tBodyAcc-iqr()-Y,tGravityAcc-mean()-Z,tGravityAcc-max()-Z,tGravityAcc-min()-Z,fBodyAcc-mean()-Y,fBodyAcc-std()-Y,fBodyAcc-mad()-Y,fBodyAcc-max()-Y,fBodyAcc-bandsEnergy()-17;32,fBodyAccMag-mad(),fBodyAccMag-iqr(),angle(Z;gravityMean)
-0.49912412,-0.54477962,-0.39857588,-0.59014378,-0.2709002,-0.26431214,-0.25132158,-0.45352418,-0.51820754,-0.42821753,-0.60883076,-0.87511108,-0.49156162,-0.78029631,0.26825264
-0.4361155,-0.4826502,-0.28093844,-0.53836586,-0.24751536,-0.24230565,-0.25132158,-0.36699047,-0.4657263,-0.34896123,-0.60939957,-0.84368694,-0.48431356,-0.77255668,0.25243917
-0.37366731,-0.40952301,-0.28093844,-0.46338969,-0.22861961,-0.24230565,-0.2125395,-0.32107867,-0.39558823,-0.30331274,-0.44181371,-0.80957185,-0.43120513,-0.72128036,0.23973277
-0.39963346,-0.42910208,-0.35295233,-0.49774453,-0.2370999,-0.24712113,-0.2209972,-0.3779062,-0.408339,-0.34091213,-0.46683565,-0.82290584,-0.40854647,-0.75276974,0.24577267
-0.35370854,-0.39366524,-0.17895332,-0.47799448,-0.24865774,-0.25868061,-0.22454121,-0.42467083,-0.32765284,-0.3909019,-0.35145846,-0.78295749,-0.44667498,-0.77401999,0.25333381
-0.33040172,-0.35998671,-0.17895332,-0.41128537,-0.25358746,-0.27008159,-0.22764701,-0.37969509,-0.31183522,-0.31977662,-0.33179132,-0.77154547,-0.49407573,-0.7863936,0.25597512
-0.31298061,-0.33875407,-0.16995116,-0.35922686,-0.25802533,-0.27133839,-0.23630018,-0.35146965,-0.298294,-0.31501089,-0.30345656,-0.75587411,-0.48481129,-0.79059006,0.25932834
-0.28475175,-0.3217898,-0.16995116,-0.35595395,-0.26426512,-0.27918001,-0.23960996,-0.38015254,-0.25035163,-0.32301078,-0.29714994,-0.73221643,-0.43700133,-0.73885687,0.26455076
-0.32802446,-0.35115299,-0.23379609,-0.40799799,-0.26244396,-0.26988455,-0.23960996,-0.42404516,-0.29361154,-0.32723713,-0.29461626,-0.76299744,-0.49434247,-0.76409562,0.26344811
-0.33208564,-0.36576434,-0.23379609,-0.46559563,-0.25345794,-0.26803258,-0.23465892,-0.48272458,-0.28113084,-0.38928497,-0.29505949,-0.7620486,-0.47170651,-0.78433218,0.25713592
-0.31133603,-0.35905589,-0.25382942,-0.47158034,-0.25226387,-0.26803258,-0.23512886,-0.38119502,-0.2855414,-0.34616886,-0.30059085,-0.75378509,-0.48888981,-0.77031703,0.2559766
-0.3159577,-0.35872971,-0.25382942,-0.42006931,-0.26246946,-0.27094779,-0.24330462,-0.31501354,-0.31624248,-0.26487619,-0.34161945,-0.76581435,-0.50256545,-0.77411089,0.26299304
-0.34294342,-0.38571163,-0.18269799,-0.4539576,-0.26760169,-0.28295541,-0.24330462,-0.33499246,-0.34603,-0.31374576,-0.40186188,-0.78132039,-0.5257461,-0.79674027,0.26720522
-0.34836408,-0.37355672,-0.18269799,-0.42140994,-0.26602836,-0.28202673,-0.24086868,-0.32470747,-0.35784502,-0.30491197,-0.39960694,-0.78455226,-0.51938197,-0.81084933,0.26639148
-0.47277555,-0.50708888,-0.34910467,-0.58615967,-0.24190972,-0.23206665,-0.24375604,-0.451491,-0.48131778,-0.37788551,-0.58882734,-0.87045933,-0.53787318,-0.83868334,0.24844464
-0.42721173,-0.45881689,-0.33326939,-0.51282612,-0.26362214,-0.2651549,-0.24375604,-0.37914041,-0.44722846,-0.32565664,-0.61798884,-0.84596701,-0.52167959,-0.83657659,0.26408663
-0.39849095,-0.42740426,-0.30413837,-0.4959554,-0.26296944,-0.27781658,-0.24109768,-0.37131971,-0.40946323,-0.33783448,-0.57326466,-0.83473907,-0.50647985,-0.81786358,0.26417925
-0.41835499,-0.46013655,-0.24414088,-0.5417081,-0.26570592,-0.27781658,-0.24074091,-0.35866553,-0.44356363,-0.35727192,-0.57406729,-0.84946245,-0.51609203,-0.81193744,0.26582073
-0.40438517,-0.43725181,-0.24414088,-0.53493736,-0.26828568,-0.28364671,-0.24191887,-0.43129111,-0.39399845,-0.37841425,-0.48773485,-0.82116455,-0.5379426,-0.81390326,0.26695807
-0.38785907,-0.4254611,-0.060605616,-0.5167246,-0.26866658,-0.28364671,-0.24705084,-0.38160935,-0.39025717,-0.32057683,-0.4773968,-0.80889681,-0.44797079,-0.76256013,0.267028
-0.40697019,-0.44809891,-0.060605616,-0.53849712,-0.27488365,-0.2863249,-0.25306174,-0.31216075,-0.44873657,-0.24327642,-0.67703323,-0.83372256,-0.48717519,-0.74931368,0.27096978
-0.40450391,-0.43225622,-0.27047869,-0.50157788,-0.27106864,-0.28033014,-0.25306174,-0.30657273,-0.44773076,-0.32098221,-0.65836042,-0.82925267,-0.52261688,-0.79499036,0.2681742
-0.3590702,-0.38784103,-0.27047869,-0.46325159,-0.26182968,-0.27672402,-0.24050475,-0.37572718,-0.35253119,-0.30073822,-0.47782643,-0.78908357,-0.49064221,-0.77347167,0.26248153
-0.36122164,-0.40022573,-0.27194892,-0.46461675,-0.25654412,-0.26886928,-0.23481967,-0.37643215,-0.35519034,-0.31340558,-0.43356995,-0.79127814,-0.45104532,-0.76482555,0.25930012
-0.39726618,-0.41825449,-0.3209826,-0.45128847,-0.25955685,-0.26886928,-0.24895331,-0.42704671,-0.38579692,-0.37228032,-0.41365508,-0.81073342,-0.47167823,-0.79817464,0.26145435
-0.41891093,-0.42931998,-0.35481712,-0.49059798,-0.27288818,-0.27592354,-0.2492147,-0.4619527,-0.40266802,-0.34810901,-0.48015617,-0.82511854,-0.47608611,-0.79699858,0.27076243
-0.40408352,-0.44278737,-0.30603071,-0.54618741,-0.27285722,-0.28478152,-0.2492147,-0.36490219,-0.4201464,-0.32871774,-0.53700472,-0.82526522,-0.49449228,-0.79267017,0.27043271
-0.38697838,-0.41256955,-0.30603071,-0.45832271,-0.26842844,-0.28478152,-0.2454253,-0.35830933,-0.39856751,-0.34898575,-0.50386001,-0.81021797,-0.54701146,-0.82292158,0.26707576
-0.40387659,-0.42060595,-0.36127621,-0.44532041,-0.2707093,-0.28488899,-0.24416492,-0.37891845,-0.41393068,-0.30308333,-0.56269337,-0.82517209,-0.53244596,-0.81354416,0.26866968
-0.4459775,-0.47509203,-0.36944831,-0.47122869,-0.27113079,-0.28856447,-0.24416492,-0.36992981,-0.47892271,-0.3351694,-0.66703714,-0.8648451,-0.4588682,-0.74630367,0.26906003
-0.31915813,-0.39526465,0.23794633,-0.49940885,-0.22125476,-0.22493049,-0.22352293,-0.32403119,-0.31716856,-0.18496137,-0.45199583,-0.76194053,-0.28375979,-0.62005643,0.23655954
-0.34280724,-0.39495802,-0.16652434,-0.49532883,-0.20917804,-0.22493049,-0.19312401,-0.43860763,-0.30853399,-0.37737936,-0.32636213,-0.77496534,-0.32276157,-0.71558954,0.22671279
-0.34821403,-0.40483015,-0.1659056,-0.58430718,-0.20629465,-0.21972295,-0.18558981,-0.42256167,-0.32101077,-0.35164041,-0.36759764,-0.78383078,-0.35656734,-0.7216523,0.22400729
-0.26044024,-0.31232357,-0.079271266,-0.43981946,-0.20713399,-0.21972295,-0.19504542,-0.24165507,-0.2679084,-0.1938231,-0.3219365,-0.7273104,-0.3059624,-0.6402631,0.22461787
-0.22821982,-0.24803682,-0.079271266,-0.31490679,-0.21220174,-0.22032046,-0.1955577,-0.30543091,-0.19973531,-0.20724426,-0.23559882,-0.69628103,-0.38523404,-0.69519877,0.22848313
-0.31478547,-0.34851317,-0.11124314,-0.4296094,-0.19463977,-0.18625614,-0.1955577,-0.26603541,-0.33491559,-0.17740927,-0.54756767,-0.75007474,-0.37503255,-0.70538212,0.21674241
-0.24336693,-0.30265956,-0.11124314,-0.40766623,-0.18442145,-0.18625614,-0.18080653,-0.18530031,-0.26744279,-0.13422747,-0.44030629,-0.71250874,-0.29204982,-0.58891332,0.20964024
-0.14630089,-0.17359878,-0.1038308,-0.23861716,-0.20020497,-0.19350822,-0.18297474,-0.1761398,-0.1347556,-0.074642856,-0.18481867,-0.62523578,-0.26988557,-0.60155957,0.22009734
-0.079427804,-0.095873188,0.14264226,-0.19109474,-0.20791035,-0.22576032,-0.18297474,-0.22767663,-0.027103548,-0.10666411,-0.027680384,-0.55328568,-0.28610535,-0.59367777,0.22487221
-0.29006251,-0.33172742,-0.057238497,-0.40099794,-0.23054428,-0.22478577,-0.23590982,-0.2885731,-0.29058349,-0.19755198,-0.37777926,-0.74117853,-0.42808479,-0.75169141,0.24254474
-0.13109651,-0.18329677,0.24830404,-0.32203458,-0.20194665,-0.20064958,-0.20598997,-0.11380799,-0.13797036,0.041208595,-0.32591543,-0.59829385,-0.24536528,-0.55328911,0.22144467
-0.16180431,-0.2447747,0.24830404,-0.44524928,-0.18537513,-0.18945267,-0.17997311,-0.11088877,-0.18269603,0.011027302,-0.38991913,-0.64492417,-0.19700216,-0.46088127,0.20959127
-0.27872053,-0.34183218,-0.073306767,-0.47996592,-0.19779642,-0.18945267,-0.19388454,-0.13307612,-0.34486249,-0.10399481,-0.63493669,-0.75922199,-0.25506743,-0.53084952,0.21797006
-0.21367745,-0.29916256,0.29830654,-0.47652833,-0.21024349,-0.2212547,-0.19388454,-0.24125801,-0.20300573,-0.076496419,-0.38456444,-0.68135863,-0.14486983,-0.47951884,0.22737276
-0.19956795,-0.30254658,0.29830654,-0.48296428,-0.20290226,-0.21365286,-0.18403013,-0.1559914,-0.21736051,-0.026941161,-0.41025711,-0.68216652,-0.17328252,-0.4606536,0.22236007
-0.21106204,-0.26933031,0.17312638,-0.37585534,-0.20765545,-0.21365286,-0.20044988,-0.23369803,-0.20224414,-0.17449752,-0.3147848,-0.67132538,-0.28361958,-0.59865695,0.22571678
-0.20240147,-0.2229173,-0.066054956,-0.32109877,-0.21839076,-0.21845157,-0.20210514,-0.20962314,-0.19948685,-0.12421623,-0.27857815,-0.69082808,-0.38510649,-0.71467,0.23365724
-0.18898957,-0.21841904,-0.027982564,-0.33521483,-0.21293825,-0.21981052,-0.20210514,-0.23759212,-0.17054992,-0.077563739,-0.28676077,-0.6719498,-0.34851967,-0.65344811,0.22958504
-0.10034455,-0.14654187,0.29756685,-0.23127268,-0.20303703,-0.1930308,-0.2466742,-0.14672466,-0.082664419,-0.035362401,-0.18509811,-0.57563953,-0.26325364,-0.59292438,0.22373984
-0.10181124,-0.19822977,0.29756685,-0.48683742,-0.18688953,-0.1930308,-0.18110078,-0.11721938,-0.095775846,0.026663874,-0.30952534,-0.58523087,-0.1118442,-0.47703662,0.21114866
-0.1354297,-0.20419287,0.035504743,-0.38152123,-0.20346413,-0.20354056,-0.19183852,-0.1227987,-0.14041846,0.00182269,-0.31427939,-0.665169,-0.26225053,-0.55151304,0.22190134
0.006344379,-0.035415619,0.20644994,-0.13208619,-0.21952961,-0.22727929,-0.20316752,0.10621886,-0.035821306,0.22888691,-0.27179153,-0.51617922,-0.24240722,-0.47793563,0.2335151
-0.018499852,-0.099664637,0.20644994,-0.19795348,-0.21952392,-0.20551686,-0.20316752,0.016198638,-0.032504266,0.15073688,-0.35327297,-0.49465203,-0.10919844,-0.38813977,0.23406881
-0.14302953,-0.23370001,0.034821466,-0.43500862,-0.20571488,-0.20405672,-0.19705814,-0.10711631,-0.157568,-0.019063153,-0.3056504,-0.62388127,-0.18055247,-0.48445039,0.22444732
-0.14240763,-0.21748821,0.2380863,-0.4301637,-0.20861164,-0.20405672,-0.19278207,-0.12083694,-0.15102462,0.019103041,-0.28427978,-0.63510694,-0.254386,-0.53730827,0.22613952
-0.099773598,-0.17908891,0.26859519,-0.40772264,-0.20473144,-0.21052927,-0.19278207,-0.042739462,-0.12321764,0.05189677,-0.23201747,-0.58002885,-0.17867105,-0.43024373,0.22318218
-0.06119351,-0.14584689,0.36716224,-0.35082929,-0.18970401,-0.19975962,-0.17043979,-0.062331851,-0.060722314,0.056501867,-0.2206585,-0.53845495,-0.15541677,-0.43354913,0.21294465
-0.41558765,-0.50090656,-0.21475507,-0.62444357,-0.27869971,-0.2755383,-0.2790301,-0.43073842,-0.40960875,-0.33273365,-0.52846971,-0.81604356,-0.39787663,-0.7554386,0.2732514
-0.35113292,-0.40276394,-0.21475507,-0.47445655,-0.31145312,-0.29132781,-0.30472465,-0.4401377,-0.31908457,-0.37616727,-0.30986803,-0.77604169,-0.3958565,-0.78259549,0.29640157
-0.40822943,-0.44154812,-0.33232663,-0.49114838,-0.3301734,-0.32499684,-0.31161439,-0.44597934,-0.39385705,-0.38709604,-0.47033013,-0.8144102,-0.55268141,-0.87678355,0.31114344
-0.44836239,-0.48165583,-0.19636286,-0.54066637,-0.31947758,-0.32197274,-0.31161439,-0.49521332,-0.43081138,-0.42068412,-0.51026996,-0.84147665,-0.55003909,-0.85919412,0.30463652
-0.36701781,-0.43036536,-0.062707784,-0.52589179,-0.30936344,-0.32197274,-0.28473937,-0.39992145,-0.35438352,-0.31952091,-0.41780988,-0.79287887,-0.46174805,-0.80470855,0.29733395
-0.39534536,-0.4828908,-0.062707784,-0.62290411,-0.30587366,-0.31346638,-0.28614011,-0.41844324,-0.38635169,-0.33132914,-0.52184136,-0.80366938,-0.5123246,-0.83689645,0.29412372
-0.46416148,-0.51707222,-0.30559699,-0.62109712,-0.30154938,-0.3077252,-0.28617623,-0.47626584,-0.45933546,-0.44135703,-0.49059023,-0.85012002,-0.57709996,-0.88234832,0.29120274
-0.4148757,-0.47518807,-0.22562893,-0.53567902,-0.2938702,-0.29315721,-0.28617623,-0.38795086,-0.42574112,-0.28367052,-0.4979076,-0.81748633,-0.42553728,-0.7937515,0.28646373
-0.3828903,-0.48435958,-0.052106681,-0.65452983,-0.29605076,-0.29315721,-0.28333041,-0.46113147,-0.35449826,-0.33505903,-0.4286013,-0.79351753,-0.38792591,-0.7709159,0.28804384
-0.36020977,-0.43903884,-0.052106681,-0.58761293,-0.31694091,-0.29560526,-0.31020047,-0.40055171,-0.34486837,-0.31991544,-0.38929721,-0.77906959,-0.43937547,-0.79021582,0.30274323
-0.37752898,-0.42999338,-0.25557729,-0.51702284,-0.32253573,-0.3257621,-0.31020047,-0.4783374,-0.34185338,-0.38178245,-0.32756141,-0.79170553,-0.44214385,-0.79536245,0.30619517
-0.33272177,-0.38235857,-0.17460903,-0.4561038,-0.25626259,-0.23540617,-0.27238184,-0.44697583,-0.29257002,-0.3429562,-0.286267,-0.75655762,-0.42338941,-0.79993303,0.2573923
-0.31840797,-0.33955353,-0.17460903,-0.38940684,-0.29854745,-0.24781943,-0.29608301,-0.47083395,-0.26677446,-0.41956988,-0.20518587,-0.7465054,-0.45771306,-0.80739428,0.28722183
-0.40389582,-0.42482533,-0.30287243,-0.44209977,-0.3252309,-0.32359008,-0.30122147,-0.53555561,-0.35914364,-0.50407934,-0.3256561,-0.80633201,-0.53609053,-0.84984348,0.30786166
-0.36472135,-0.42480869,-0.17241424,-0.51552975,-0.335457,-0.34178296,-0.32321373,-0.44665767,-0.33504696,-0.34746098,-0.38096563,-0.77939953,-0.45960793,-0.80282441,0.31511243
-0.28356143,-0.34633963,-0.05404394,-0.48820732,-0.33068531,-0.32396801,-0.32321373,-0.39064581,-0.24537539,-0.28168977,-0.25238892,-0.72129253,-0.40308957,-0.77741239,0.31171907
-0.33035644,-0.38261791,-0.05404394,-0.47226559,-0.31646601,-0.3204003,-0.30375159,-0.41575839,-0.29939686,-0.35647206,-0.29986824,-0.76036468,-0.4917826,-0.82835042,0.30210826
-0.36225882,-0.42960219,-0.090320606,-0.55078947,-0.32529698,-0.3204003,-0.31749334,-0.34591711,-0.36873214,-0.30266908,-0.46392326,-0.79091402,-0.47334306,-0.80437947,0.30822149
-0.29562654,-0.37759247,-0.073206183,-0.51790947,-0.32289248,-0.3175732,-0.31749334,-0.32422264,-0.28458454,-0.26583909,-0.36821194,-0.73754789,-0.37627629,-0.73818175,0.3059864
-0.26876449,-0.31750439,-0.073206183,-0.4501666,-0.31964441,-0.3175732,-0.32743081,-0.37149004,-0.23189836,-0.30166065,-0.22090332,-0.71120789,-0.34743974,-0.7288768,0.30334569
-0.36294818,-0.4140528,-0.29782501,-0.5172334,-0.34395516,-0.33159101,-0.32819272,-0.4944615,-0.31783651,-0.42776319,-0.2970527,-0.77889928,-0.45480034,-0.80064196,0.32080069
-0.24612378,-0.32604684,0.041278488,-0.47168096,-0.26102343,-0.24363162,-0.26972526,-0.31382185,-0.22095071,-0.25373246,-0.22477421,-0.70016418,-0.41651967,-0.74456881,0.26117936
-0.23123801,-0.30292425,-0.048576434,-0.38718668,-0.29536107,-0.27618831,-0.28464921,-0.3144682,-0.20070517,-0.30514227,-0.17251345,-0.68577966,-0.37029864,-0.72542236,0.28621033
-0.23494554,-0.30218363,0.037119564,-0.47235938,-0.32583681,-0.32138268,-0.33389229,-0.30862871,-0.20768664,-0.25640396,-0.21282615,-0.68704525,-0.24260277,-0.62807663,0.30988929
-0.26117306,-0.32691543,0.037119564,-0.42044026,-0.36317646,-0.33641735,-0.36719834,-0.19464558,-0.28895571,-0.19598076,-0.50379404,-0.71150586,-0.28056815,-0.66485788,0.33659146
-0.26864255,-0.34629765,-0.029817427,-0.43048959,-0.35590427,-0.32998147,-0.36719834,-0.33401219,-0.24431565,-0.23404271,-0.29023323,-0.71148934,-0.37516681,-0.74513146,0.32989912
-0.29673701,-0.34228731,-0.27898194,-0.40468997,-0.33255284,-0.32995656,-0.31978418,-0.41374021,-0.25547707,-0.35936941,-0.22340513,-0.7319888,-0.33278325,-0.70209676,0.31351086
-0.30757191,-0.38366738,-0.074146592,-0.48967551,-0.34736432,-0.32995656,-0.33716741,-0.31487705,-0.3045958,-0.2483589,-0.40000575,-0.74516642,-0.35580323,-0.72536256,0.32557951
-0.2633879,-0.34885835,0.053356375,-0.50788577,-0.35447689,-0.36193189,-0.33716741,-0.31883033,-0.24255926,-0.15872707,-0.39935143,-0.7094792,-0.33494916,-0.71197515,0.33037979
-0.25776235,-0.3029346,0.053356375,-0.45743957,-0.33958335,-0.33818572,-0.32634072,-0.35441381,-0.22281193,-0.29491341,-0.25671212,-0.70475761,-0.34332281,-0.72747475,0.3189337
-0.34746102,-0.39373639,-0.22852675,-0.47920882,-0.32643637,-0.33700614,-0.31625207,-0.47524134,-0.30332056,-0.35967294,-0.38255297,-0.76691833,-0.43684994,-0.79917659,0.30983642
-0.9870493,-0.98935711,-0.92024787,-0.99085078,-0.18329064,-0.19474978,-0.16523966,-0.98347434,-0.98874959,-0.98591327,-0.9931195,-0.99988132,-0.86764095,-0.98881249,0.20869561
-0.98938259,-0.99211466,-0.92024787,-0.99501707,-0.17769138,-0.19474978,-0.1594839,-0.98574333,-0.99121817,-0.98716915,-0.99401588,-0.9999213,-0.87473433,-0.9892847,0.20492417
-0.99364964,-0.99476515,-0.93184649,-0.99512392,-0.18786932,-0.1950516,-0.16864006,-0.9930804,-0.99380528,-0.99395132,-0.9934638,-0.99995948,-0.97656933,-0.999399,0.21178354
-0.98893472,-0.9896912,-0.93006169,-0.99024611,-0.19320474,-0.20604759,-0.16864006,-0.98571334,-0.99048714,-0.98871123,-0.9907597,-0.99993593,-0.9679906,-0.99890412,0.21536994
-0.99042595,-0.99171306,-0.93006169,-0.99268265,-0.18568173,-0.20283334,-0.16721892,-0.98679953,-0.99230841,-0.98911224,-0.99537928,-0.99995832,-0.95836524,-0.99851893,0.21027431
-0.99661616,-0.99763215,-0.94152134,-0.99819011,-0.18103505,-0.20149138,-0.15380032,-0.9948293,-0.9976419,-0.99617833,-0.99905198,-0.99998656,-0.98945035,-0.99982815,0.20711938
-0.99867178,-0.99896879,-0.94291706,-0.99933933,-0.17806044,-0.19629494,-0.15242777,-0.99841911,-0.99876983,-0.99861666,-0.99811111,-0.99999348,-0.9892643,-0.99983353,0.2051461
-0.99816293,-0.99862108,-0.94291706,-0.99856403,-0.17527938,-0.19629494,-0.14921769,-0.99744673,-0.99853812,-0.99782597,-0.99881741,-0.99999279,-0.99053467,-0.99983877,0.20327677
-0.9968485,-0.99709101,-0.93927179,-0.99644232,-0.17759145,-0.19649873,-0.15615537,-0.99637499,-0.99701626,-0.99565883,-0.99813246,-0.99998323,-0.97971122,-0.99953177,0.20484298
-0.99666625,-0.99676186,-0.93927179,-0.99553631,-0.18757604,-0.19956634,-0.17446665,-0.99551907,-0.99724461,-0.99624954,-0.99716624,-0.99998305,-0.9741995,-0.99943911,0.21157846
-0.99776107,-0.9979565,-0.94495766,-0.99779968,-0.19988497,-0.20847143,-0.17539076,-0.99694045,-0.99818355,-0.99745891,-0.99784239,-0.99999234,-0.96921391,-0.99922344,0.21988393
-0.99744875,-0.99759174,-0.94363444,-0.99690416,-0.20473364,-0.22540925,-0.17627578,-0.99673887,-0.99778161,-0.99763558,-0.997988,-0.99998659,-0.98616906,-0.9997355,0.22325585
-0.99806735,-0.99811434,-0.94173294,-0.99812624,-0.2033934,-0.22002328,-0.17627578,-0.99787599,-0.99810564,-0.99783701,-0.99873556,-0.99998968,-0.98818488,-0.99981418,0.22241055
-0.99667862,-0.99723183,-0.93981442,-0.99794465,-0.19912332,-0.21857383,-0.17582264,-0.99606441,-0.99692252,-0.9963662,-0.99727754,-0.9999801,-0.96364702,-0.99846233,0.21945557
-0.93257658,-0.93590463,-0.83181869,-0.94656799,-0.33308724,-0.30246452,-0.43816859,-0.94140251,-0.92909326,-0.93971042,-0.9277218,-0.99724156,-0.69902806,-0.9494518,0.3123867
-0.99454447,-0.99566653,-0.94171393,-0.99695227,-0.28968022,-0.30246452,-0.26750921,-0.99387217,-0.99477018,-0.99290681,-0.99678986,-0.9999643,-0.98854461,-0.99980972,0.28129257
-0.99627846,-0.99639134,-0.93983371,-0.99645343,-0.29585992,-0.307638,-0.26794297,-0.99651231,-0.99605309,-0.99575262,-0.99523293,-0.9999777,-0.99182311,-0.99987838,0.28573831
-0.99833794,-0.99860169,-0.93983371,-0.99843662,-0.29691456,-0.31360705,-0.26794297,-0.9982684,-0.99831238,-0.99827392,-0.99843655,-0.99999105,-0.98950094,-0.99986518,0.28642091
-0.99807848,-0.99817226,-0.94516075,-0.99740707,-0.29495929,-0.31236082,-0.26750001,-0.99773057,-0.99821186,-0.99789161,-0.99865249,-0.9999898,-0.97979394,-0.99966385,0.28503964
-0.99603393,-0.99634981,-0.93982959,-0.99587265,-0.29683082,-0.31236082,-0.26943461,-0.99537306,-0.99628748,-0.9961956,-0.99583433,-0.99997608,-0.98161984,-0.9997163,0.28634302
-0.99748638,-0.9976789,-0.93982959,-0.99734399,-0.29630496,-0.31199102,-0.26943461,-0.99665128,-0.99790289,-0.99752596,-0.99824435,-0.9999894,-0.99148196,-0.9998745,0.28595188
-0.998086,-0.99855758,-0.94117194,-0.9982823,-0.29313196,-0.31197358,-0.26484604,-0.99749178,-0.99837594,-0.99768229,-0.9989487,-0.99999301,-0.99698856,-0.99995904,0.28379911
-0.9974186,-0.99783226,-0.94467286,-0.99784526,-0.29368397,-0.31197358,-0.26360019,-0.99622193,-0.9980777,-0.99763498,-0.99869127,-0.99999091,-0.99570538,-0.99993633,0.28422342
-0.99681183,-0.99702735,-0.94295973,-0.9969351,-0.29490377,-0.3138499,-0.26466409,-0.99605463,-0.99714865,-0.99617514,-0.99829762,-0.99998609,-0.99477667,-0.99993068,0.28507463
-0.99575626,-0.99614518,-0.93718819,-0.99578708,-0.29383211,-0.30815218,-0.26466409,-0.99527331,-0.99590185,-0.99526071,-0.99609221,-0.99997404,-0.9886347,-0.99982588,0.28436061
-0.9957774,-0.99599559,-0.93718819,-0.9961366,-0.28847422,-0.30294414,-0.26410447,-0.99548572,-0.99581864,-0.99592669,-0.99505096,-0.99997139,-0.98356421,-0.99973829,0.28064259
-0.99817435,-0.9986887,-0.94097617,-0.99868241,-0.28694574,-0.30294414,-0.26305348,-0.99785341,-0.9982945,-0.99793316,-0.99820063,-0.99999179,-0.98202551,-0.99972412,0.279535
-0.99764829,-0.99802609,-0.94017023,-0.99753527,-0.29111976,-0.30379803,-0.26333255,-0.9965551,-0.99825137,-0.99700725,-0.99877717,-0.99999098,-0.98826828,-0.99982542,0.28238143
-0.99706426,-0.9976225,-0.94017023,-0.99787826,-0.28940022,-0.30317157,-0.26333255,-0.99658135,-0.99724404,-0.99654072,-0.99768179,-0.99998292,-0.9900285,-0.9998406,0.28123078
-0.99665046,-0.99730703,-0.93947533,-0.9971996,-0.28568911,-0.30316745,-0.2587153,-0.99656668,-0.99659514,-0.99610682,-0.99622497,-0.99998057,-0.98829096,-0.99979631,0.27876792
-0.95684,-0.96058656,-0.89535423,-0.96664583,0.25002011,0.31489967,0.19864233,-0.97121942,-0.95183458,-0.96352397,-0.94740848,-0.99877764,-0.69794469,-0.95771132,-0.093251851
-0.96884535,-0.97025215,-0.9382372,-0.97463428,0.32513162,0.3224119,0.23876632,-0.97412257,-0.96665991,-0.97490399,-0.96490401,-0.99934152,-0.83643462,-0.98406231,-0.14678416
-0.99580943,-0.99621921,-0.9382372,-0.99672172,0.34871714,0.3224119,0.36244022,-0.9950736,-0.9961004,-0.99489415,-0.99678436,-0.99997463,-0.97603716,-0.9995494,-0.16399429
-0.9961059,-0.99630972,-0.9421023,-0.99582286,0.34322478,0.31040466,0.36244022,-0.99441011,-0.99702423,-0.99531794,-0.99805726,-0.99997965,-0.99477057,-0.9999504,-0.16021766
-0.99684466,-0.99701215,-0.94102999,-0.99682396,0.34436609,0.30889544,0.36362879,-0.99637863,-0.99700766,-0.99673514,-0.99698291,-0.99998288,-0.99481989,-0.99993863,-0.1609138
-0.99564401,-0.99592849,-0.93830772,-0.99564214,0.3450472,0.30990217,0.3656977,-0.99591355,-0.99539536,-0.99601305,-0.99406234,-0.99997437,-0.99238329,-0.99989864,-0.16127715
-0.99510966,-0.99505784,-0.93830772,-0.9945553,0.34454584,0.30990217,0.36341749,-0.99506525,-0.99501284,-0.99497355,-0.99516585,-0.99996792,-0.99214699,-0.99989257,-0.1608887
-0.99518466,-0.99539286,-0.93906366,-0.9951179,0.34339755,0.30960292,0.36341749,-0.99386233,-0.99580719,-0.9940535,-0.99755876,-0.99996906,-0.99337939,-0.99990234,-0.15995248
-0.99579929,-0.99587842,-0.93906366,-0.99534582,0.34248382,0.30775427,0.36200261,-0.99491282,-0.99617849,-0.99507642,-0.99695419,-0.99997726,-0.99469874,-0.99993316,-0.15920471
-0.99702453,-0.99688696,-0.9436754,-0.99612436,0.34093113,0.30735786,0.36188039,-0.99616241,-0.99743617,-0.99689882,-0.99718295,-0.99998551,-0.99767568,-0.99998371,-0.15818118
-0.93385498,-0.93085059,-0.91464136,-0.92911404,-0.035314641,0.006538102,-0.096848437,-0.94813296,-0.92862318,-0.94070312,-0.92333142,-0.9973503,-0.5972236,-0.91937819,0.10791322
-0.98598261,-0.98827037,-0.91464136,-0.99074018,0.019722427,0.006538102,0.005002814,-0.98423073,-0.98665416,-0.98319999,-0.98896187,-0.99984157,-0.94516965,-0.9980668,0.070384705
-0.99418958,-0.99497123,-0.93244041,-0.99538361,0.019030207,0.000792839,0.039408458,-0.99441616,-0.99395189,-0.9943514,-0.99324398,-0.99996012,-0.98274525,-0.99964993,0.070927056
-0.99795657,-0.99792738,-0.94609955,-0.99675743,0.0255163,0.004342154,0.03979473,-0.99742547,-0.99819961,-0.99716912,-0.99911441,-0.99998879,-0.98072656,-0.99956784,0.066511408
-0.99833491,-0.99838851,-0.94398655,-0.9982936,0.032437747,0.007401596,0.054368653,-0.99766141,-0.99869204,-0.99812437,-0.99829177,-0.99999398,-0.99333307,-0.99987773,0.061756206
